position,eval
o--x-oxx-,1
o--x-oxox,0
o--x-ox-x,0
o--x-ox--,0
o--x--xox,1
o--x--xo-,1
o--x--xxo,1
o--x--x-o,1
o--x--x--,1
ooox---xx,-1
oo-xo--xx,1
oo-x-o-xx,1
oo-x--oxx,0
oo-x---xx,1
oo-x---x-,1
o-oxo--xx,1
o-ox-o-xx,1
o-ox--oxx,-1
o-ox---xx,1
o-ox---x-,-1
o--xoo-xx,1
o--xo-oxx,0
o--xo--xx,0
o--xo--x-,0
o--x-ooxx,0
o--x-o-xx,0
o--x-o-x-,0
o--x--oxx,1
o--x--ox-,1
o--x---xo,1
o--x---x-,1
oo-x----x,1
o-ox----x,0
o--xo---x,0
o--x-o--x,0
o--x--o-x,1
o--x---ox,1
o--x----x,0
o--x-----,0
-ooxxx---,-1
-ooxxoxxo,-1
-ooxxoxx-,1
xooxxoxox,-1
-ooxxoxox,1
-ooxxox-x,1
-ooxxox--,1
-ooxxxxo-,-1
-ooxx-xox,1
-ooxx-xo-,1
-ooxxxx-o,-1
-ooxx-xxo,1
-ooxx-x-o,1
-ooxx-x--,1
-ooxxooxx,1
-ooxxo-xx,1
-ooxxo-x-,-1
-ooxxxox-,-1
-ooxx-oxx,1
-ooxx-ox-,1
-ooxxx-xo,-1
-ooxx--xo,1
-ooxx--x-,1
-ooxxo--x,1
-ooxxxo-x,-1
-ooxx-o-x,1
-ooxxx-ox,-1
-ooxx--ox,1
-ooxx---x,1
-ooxx----,1
-o-xxoxox,-1
-o-xxoxo-,1
-o-xxoxxo,1
-o-xxox-o,1
-o-xxox--,-1
-o-xxooxx,0
-o-xxoox-,0
-o-xxo-xo,0
-o-xxo-x-,1
-o-xxoo-x,1
-o-xxo-ox,1
-o-xxo--x,0
-o-xxo---,1
-o-xxxo--,-1
-o-xxxoxo,-1
-o-xx-oxo,1
-o-xx-ox-,0
-o-xxxoox,-1
-o-xx-oox,1
-o-xx-o-x,-1
-o-xx-o--,1
-o-xxx-o-,-1
-o-xxxxoo,-1
-o-xx-xoo,1
-o-xx-xo-,-1
-o-xx--ox,-1
-o-xx--o-,1
-o-xxx--o,-1
-o-xx-x-o,-1
-o-xx--xo,0
-o-xx---o,1
-o-xx----,-1
-ooxoxxxo,1
-ooxoxxx-,1
-ooxoxxox,-1
-ooxoxx-x,1
-ooxoxx--,1
-oox-xxox,1
-oox-xxo-,1
-oox-xxxo,1
-oox-xx-o,1
-oox-xx--,1
-ooxoxoxx,-1
-ooxox-xx,1
-ooxox-x-,-1
-oox-xoxx,1
-oox-xox-,1
-oox-x-xo,1
-oox-x-x-,1
-ooxox--x,-1
-oox-xo-x,1
-oox-x-ox,1
-oox-x--x,1
-oox-x---,1
-o-xoxxo-,-1
-o-xoxxxo,1
-o-xoxx-o,1
-o-xoxx--,1
-o-xoxoxx,1
-o-xoxox-,0
-o-xox-xo,0
-o-xox-x-,1
-o-xoxo-x,1
-o-xox-ox,-1
-o-xox--x,1
-o-xox---,-1
-o-x-xoxo,1
-o-x-xox-,0
-o-x-xoox,1
-o-x-xo-x,-1
-o-x-xo--,1
-o-x-xxoo,1
-o-x-xxo-,1
-o-x-x-ox,1
-o-x-x-o-,1
-o-x-xx-o,-1
-o-x-x-xo,0
-o-x-x--o,1
-o-x-x---,1
-ooxo-xxx,-1
-ooxo-xx-,1
-oox-oxxx,-1
-oox-oxx-,1
-oox--xxo,1
-oox--xx-,1
-ooxo-x-x,1
-oox-ox-x,1
-oox--xox,1
-oox--x-x,1
-oox--x--,1
-o-xooxxx,-1
-o-xooxx-,1
-o-xo-xxo,1
-o-xo-xx-,-1
-o-xoox-x,1
-o-xo-xox,-1
-o-xo-x-x,1
-o-xo-x--,1
-o-x-oxxo,1
-o-x-oxx-,-1
-o-x-oxox,1
-o-x-ox-x,-1
-o-x-ox--,1
-o-x--xox,1
-o-x--xo-,1
-o-x--xxo,1
-o-x--x-o,1
-o-x--x--,1
-ooxo--xx,1
-oox-o-xx,1
-oox--oxx,-1
-oox---xx,1
-oox---x-,1
-o-xoo-xx,1
-o-xo-oxx,0
-o-xo--xx,0
-o-xo--x-,1
-o-x-ooxx,0
-o-x-o-xx,0
-o-x-o-x-,1
-o-x--oxx,1
-o-x--ox-,0
-o-x---xo,0
-o-x---x-,0
-oox----x,1
-o-xo---x,0
-o-x-o--x,1
-o-x--o-x,1
-o-x---ox,1
-o-x----x,0
-o-x-----,1
--oxxoxox,0
--oxxoxo-,1
--oxxox-o,-1
--oxxox--,1
--oxxooxx,-1
--oxxoox-,1
--oxxo-xo,-1
--oxxo-x-,1
--oxxoo-x,1
--oxxo-ox,1
--oxxo--x,0
--oxxo---,0
--oxxxo--,-1
--oxxxoxo,-1
--oxx-oxo,1
--oxx-ox-,-1
--oxxxoox,-1
--oxx-oox,1
--oxx-o-x,-1
--oxx-o--,1
--oxxx-o-,-1
--oxxxxoo,-1
--oxx-xoo,1
--oxx-xo-,-1
--oxx--ox,-1
--oxx--o-,1
--oxxx--o,-1
--oxx-x-o,1
--oxx--xo,1
--oxx---o,1
--oxx----,0
--oxoxxox,1
--oxoxxo-,1
--oxoxxxo,1
--oxoxx-o,1
--oxoxx--,1
--oxoxox-,-1
--oxox-xo,-1
--oxox-x-,1
--oxoxo-x,-1
--oxox-ox,-1
--oxox--x,1
--oxox---,-1
--ox-xoxo,1
--ox-xox-,1
--ox-xoox,1
--ox-xo-x,1
--ox-xo--,1
--ox-xxoo,1
--ox-xxo-,-1
--ox-x-ox,1
--ox-x-o-,1
--ox-xx-o,-1
--ox-x-xo,1
--ox-x--o,1
--ox-x---,1
--oxooxxx,-1
--oxooxx-,1
--oxo-xxo,1
--oxo-xx-,-1
--oxoox-x,1
--oxo-xox,1
--oxo-x-x,-1
--oxo-x--,1
--ox-oxxo,-1
--ox-oxx-,1
--ox-oxox,1
--ox-ox-x,-1
--ox-ox--,1
--ox--xox,0
--ox--xo-,1
--ox--xxo,1
--ox--x-o,1
--ox--x--,1
--oxoo-xx,1
--oxo-oxx,-1
--oxo--xx,1
--oxo--x-,1
--ox-ooxx,1
--ox-o-xx,-1
--ox-o-x-,1
--ox--oxx,1
--ox--ox-,1
--ox---xo,-1
--ox---x-,1
--oxo---x,1
--ox-o--x,1
--ox--o-x,1
--ox---ox,1
--ox----x,0
--ox-----,1
---xoxoxo,-1
---xoxox-,1
---xoxoox,1
---xoxo-x,1
---xoxo--,-1
---xoxxoo,1
---xoxxo-,1
---xox-ox,1
---xox-o-,-1
---xoxx-o,1
---xox-xo,1
---xox--o,-1
---xox---,1
---xooxxo,1
---xooxx-,-1
---xooxox,1
---xoox-x,-1
---xoox--,1
---xo-xox,1
---xo-xo-,1
---xo-xxo,1
---xo-x-o,1
---xo-x--,0
---xoooxx,0
---xoo-xx,0
---xoo-x-,1
---xo-oxx,1
---xo-ox-,0
---xo--xo,0
---xo--x-,0
---xoo--x,1
---xo-o-x,0
---xo--ox,0
---xo---x,0
---xo----,0
---xxooxo,1
---xxoox-,0
---xxooox,1
---xxoo-x,0
---xxoo--,0
---xxoxoo,1
---xxoxo-,-1
---xxo-ox,0
---xxo-o-,1
---xxox-o,1
---xxo-xo,1
---xxo--o,0
---xxo---,0
---x-oxox,0
---x-oxo-,1
---x-oxxo,1
---x-ox-o,1
---x-ox--,0
---x-ooxx,0
---x-oox-,0
---x-o-xo,1
---x-o-x-,0
---x-oo-x,0
---x-o-ox,1
---x-o--x,0
---x-o---,0
---xxxoo-,-1
---xx-oox,-1
---xx-oo-,1
---xxxo-o,-1
---xx-oxo,-1
---xx-o-o,1
---xx-o--,0
---x-xoox,-1
---x-xoo-,1
---x-xoxo,1
---x-xo-o,1
---x-xo--,1
---x--oxo,1
---x--ox-,0
---x--oox,1
---x--o-x,0
---x--o--,0
---xxx-oo,-1
---xx-xoo,-1
---xx--oo,1
---xx--o-,-1
---x-xxoo,-1
---x-x-oo,1
---x-x-o-,1
---x--xoo,1
---x--xo-,-1
---x---ox,0
---x---o-,1
---xx---o,0
---x-x--o,1
---x--x-o,-1
---x---xo,1
---x----o,1
---x-----,0
ooo-xxx--,-1
ooooxxxx-,-1
oo-oxxxxo,1
oo-oxxxx-,1
ooooxxx-x,-1
ooxoxxxox,-1
oo-oxxxox,1
oo-oxxx-x,1
oo-oxxx--,1
ooo-xxxox,-1
oo--xxxox,1
oo--xxxo-,1
ooo-xxxxo,-1
oo--xxxxo,1
oo--xxx-o,1
oo--xxx--,1
ooo-xx-x-,-1
ooooxx-xx,-1
oo-oxxoxx,-1
oo-oxx-xx,1
oo-oxx-x-,-1
ooo-xxoxx,-1
oo--xxoxx,1
oo--xxox-,1
oo--xx-xo,1
oo--xx-x-,1
ooo-xx--x,-1
oo-oxx--x,1
oo--xxo-x,1
oo--xx-ox,1
oo--xx--x,1
oo--xx---,1
o-ooxxxxo,1
o-ooxxxx-,1
o-ooxxxox,0
o-ooxxx-x,1
o-ooxxx--,0
o-o-xxxox,1
o-o-xxxo-,1
o-o-xxxxo,1
o-o-xxx-o,1
o-o-xxx--,1
o-ooxxoxx,-1
o-ooxx-xx,1
o-ooxx-x-,1
o-o-xxoxx,1
o-o-xxox-,1
o-o-xx-xo,1
o-o-xx-x-,1
o-ooxx--x,-1
o-o-xxo-x,1
o-o-xx-ox,1
o-o-xx--x,1
o-o-xx---,1
o--oxxxox,0
o--oxxxo-,1
o--oxxxxo,-1
o--oxxx-o,1
o--oxxx--,0
o--oxxox-,-1
o--oxx-xo,1
o--oxx-x-,1
o--oxxo-x,-1
o--oxx-ox,1
o--oxx--x,1
o--oxx---,0
o---xxoxo,1
o---xxox-,1
o---xxoox,1
o---xxo-x,1
o---xxo--,1
o---xxxoo,1
o---xxxo-,-1
o---xx-ox,-1
o---xx-o-,1
o---xxx-o,-1
o---xx-xo,-1
o---xx--o,1
o---xx---,0
ooo-x-xx-,-1
oo-ox-xxx,-1
oo-ox-xx-,1
oo--xoxxx,-1
oo--xoxx-,1
oo--x-xxo,1
oo--x-xx-,1
ooo-x-x-x,-1
oo-ox-x-x,1
oo--xox-x,1
oo--x-xox,1
oo--x-x-x,1
oo--x-x--,1
o-oox-xxx,-1
o-oox-xx-,1
o-o-xoxxx,-1
o-o-xoxx-,1
o-o-x-xxo,1
o-o-x-xx-,1
o-oox-x-x,1
o-o-xox-x,1
o-o-x-xox,0
o-o-x-x-x,1
o-o-x-x--,0
o--oxoxxx,-1
o--oxoxx-,1
o--ox-xxo,1
o--ox-xx-,-1
o--oxox-x,1
o--ox-xox,1
o--ox-x-x,-1
o--ox-x--,1
o---xoxxo,1
o---xoxx-,-1
o---xoxox,1
o---xox-x,-1
o---xox--,1
o---x-xox,0
o---x-xo-,1
o---x-xxo,-1
o---x-x-o,1
o---x-x--,0
ooo-x--xx,-1
oo-ox--xx,1
oo--xo-xx,1
oo--x-oxx,-1
oo--x--xx,1
oo--x--x-,0
o-oox--xx,1
o-o-xo-xx,1
o-o-x-oxx,1
o-o-x--xx,1
o-o-x--x-,1
o--oxo-xx,1
o--ox-oxx,-1
o--ox--xx,1
o--ox--x-,1
o---xooxx,1
o---xo-xx,-1
o---xo-x-,1
o---x-oxx,1
o---x-ox-,1
o---x--xo,1
o---x--x-,0
oo--x---x,1
o-o-x---x,0
o--ox---x,1
o---xo--x,1
o---x-o-x,0
o---x--ox,1
o---x---x,0
o---x----,0
-oooxxxxo,0
-oooxxxx-,1
-oooxxxox,1
-oooxxx-x,1
-oooxxx--,0
-oo-xxxox,1
-oo-xxxo-,1
-oo-xxxxo,1
-oo-xxx-o,1
-oo-xxx--,1
-oooxxoxx,1
-oooxx-xx,1
-oooxx-x-,0
-oo-xxoxx,1
-oo-xxox-,1
-oo-xx-xo,1
-oo-xx-x-,1
-oooxx--x,1
-oo-xxo-x,1
-oo-xx-ox,1
-oo-xx--x,1
-oo-xx---,1
-o-oxxxox,-1
-o-oxxxo-,1
-o-oxxxxo,0
-o-oxxx-o,1
-o-oxxx--,0
-o-oxxoxx,1
-o-oxxox-,0
-o-oxx-xo,0
-o-oxx-x-,1
-o-oxxo-x,1
-o-oxx-ox,1
-o-oxx--x,-1
-o-oxx---,1
-o--xxoxo,1
-o--xxox-,0
-o--xxoox,1
-o--xxo-x,-1
-o--xxo--,1
-o--xxxoo,1
-o--xxxo-,-1
-o--xx-ox,-1
-o--xx-o-,1
-o--xxx-o,-1
-o--xx-xo,0
-o--xx--o,1
-o--xx---,-1
-ooox-xxx,-1
-ooox-xx-,1
-oo-xoxxx,-1
-oo-xoxx-,1
-oo-x-xxo,-1
-oo-x-xx-,1
-ooox-x-x,1
-oo-xox-x,1
-oo-x-xox,1
-oo-x-x-x,1
-oo-x-x--,1
-o-oxoxxx,-1
-o-oxoxx-,1
-o-ox-xxo,1
-o-ox-xx-,-1
-o-oxox-x,1
-o-ox-xox,1
-o-ox-x-x,-1
-o-ox-x--,1
-o--xoxxo,1
-o--xoxx-,-1
-o--xoxox,1
-o--xox-x,-1
-o--xox--,1
-o--x-xox,-1
-o--x-xo-,1
-o--x-xxo,1
-o--x-x-o,1
-o--x-x--,-1
-ooox--xx,1
-oo-xo-xx,1
-oo-x-oxx,1
-oo-x--xx,1
-oo-x--x-,0
-o-oxo-xx,1
-o-ox-oxx,1
-o-ox--xx,-1
-o-ox--x-,1
-o--xooxx,1
-o--xo-xx,-1
-o--xo-x-,1
-o--x-oxx,1
-o--x-ox-,0
-o--x--xo,0
-o--x--x-,0
-oo-x---x,1
-o-ox---x,1
-o--xo--x,1
-o--x-o-x,1
-o--x--ox,1
-o--x---x,-1
-o--x----,1
--ooxxxox,0
--ooxxxo-,0
--ooxxxxo,0
--ooxxx-o,0
--ooxxx--,0
--ooxxoxx,1
--ooxxox-,1
--ooxx-xo,1
--ooxx-x-,0
--ooxxo-x,1
--ooxx-ox,1
--ooxx--x,1
--ooxx---,0
--o-xxoxo,1
--o-xxox-,-1
--o-xxoox,1
--o-xxo-x,-1
--o-xxo--,1
--o-xxxoo,1
--o-xxxo-,0
--o-xx-ox,-1
--o-xx-o-,1
--o-xxx-o,0
--o-xx-xo,-1
--o-xx--o,1
--o-xx---,0
--ooxoxxx,-1
--ooxoxx-,1
--oox-xxo,1
--oox-xx-,-1
--ooxox-x,1
--oox-xox,1
--oox-x-x,-1
--oox-x--,1
--o-xoxxo,-1
--o-xoxx-,1
--o-xoxox,1
--o-xox-x,-1
--o-xox--,1
--o-x-xox,0
--o-x-xo-,1
--o-x-xxo,1
--o-x-x-o,0
--o-x-x--,0
--ooxo-xx,1
--oox-oxx,1
--oox--xx,-1
--oox--x-,1
--o-xooxx,1
--o-xo-xx,-1
--o-xo-x-,1
--o-x-oxx,-1
--o-x-ox-,1
--o-x--xo,1
--o-x--x-,0
--oox---x,1
--o-xo--x,1
--o-x-o-x,1
--o-x--ox,1
--o-x---x,0
--o-x----,0
---oxxoxo,1
---oxxox-,1
---oxxoox,1
---oxxo-x,1
---oxxo--,0
---oxxxoo,1
---oxxxo-,0
---oxx-ox,-1
---oxx-o-,1
---oxxx-o,0
---oxx-xo,0
---oxx--o,0
---oxx---,0
---oxoxxo,1
---oxoxx-,-1
---oxoxox,1
---oxox-x,-1
---oxox--,1
---ox-xox,-1
---ox-xo-,1
---ox-xxo,-1
---ox-x-o,1
---ox-x--,-1
---oxooxx,1
---oxo-xx,-1
---oxo-x-,1
---ox-oxx,1
---ox-ox-,1
---ox--xo,1
---ox--x-,-1
---oxo--x,1
---ox-o-x,1
---ox--ox,1
---ox---x,-1
---ox----,1
----xoxox,-1
----xoxo-,1
----xoxxo,1
----xox-o,1
----xox--,-1
----xooxx,-1
----xoox-,1
----xo-xo,1
----xo-x-,-1
----xoo-x,1
----xo-ox,1
----xo--x,-1
----xo---,1
----xxoox,-1
----xxoo-,1
----xxoxo,-1
----xxo-o,1
----xxo--,0
----x-oxo,1
----x-ox-,0
----x-oox,1
----x-o-x,0
----x-o--,0
----xxxoo,-1
----xx-oo,1
----xx-o-,-1
----x-xoo,1
----x-xo-,-1
----x--ox,-1
----x--o-,1
----xx--o,0
----x-x-o,0
----x--xo,0
----x---o,0
----x----,0
ooo--xxx-,-1
oo-o-xxxx,-1
oo-o-xxx-,1
oo--oxxxx,-1
oo--oxxx-,1
oo---xxxo,-1
oo---xxx-,1
ooo--xx-x,-1
oo-o-xx-x,1
oo--oxx-x,1
oo---xxox,1
oo---xx-x,1
oo---xx--,1
o-oo-xxxx,-1
o-oo-xxx-,1
o-o-oxxxx,-1
o-o-oxxx-,1
o-o--xxxo,-1
o-o--xxx-,1
o-oo-xx-x,1
o-o-oxx-x,1
o-o--xxox,0
o-o--xx-x,1
o-o--xx--,0
o--ooxxxx,-1
o--ooxxx-,1
o--o-xxxo,1
o--o-xxx-,-1
o--ooxx-x,1
o--o-xxox,1
o--o-xx-x,-1
o--o-xx--,1
o---oxxxo,-1
o---oxxx-,1
o---oxxox,1
o---oxx-x,-1
o---oxx--,1
o----xxox,0
o----xxo-,1
o----xxxo,1
o----xx-o,1
o----xx--,0
ooo--x-xx,-1
oo-o-x-xx,1
oo--ox-xx,1
oo---xoxx,1
oo---x-xx,1
oo---x-x-,1
o-oo-x-xx,1
o-o-ox-xx,1
o-o--xoxx,-1
o-o--x-xx,1
o-o--x-x-,-1
o--oox-xx,1
o--o-xoxx,-1
o--o-x-xx,1
o--o-x-x-,1
o---oxoxx,1
o---ox-xx,-1
o---ox-x-,1
o----xoxx,1
o----xox-,-1
o----x-xo,1
o----x-x-,1
oo---x--x,1
o-o--x--x,-1
o--o-x--x,1
o---ox--x,1
o----xo-x,1
o----x-ox,1
o----x--x,1
o----x---,1
-ooo-xxxx,-1
-ooo-xxx-,1
-oo-oxxxx,-1
-oo-oxxx-,1
-oo--xxxo,0
-oo--xxx-,1
-ooo-xx-x,1
-oo-oxx-x,1
-oo--xxox,-1
-oo--xx-x,1
-oo--xx--,1
-o-ooxxxx,-1
-o-ooxxx-,1
-o-o-xxxo,0
-o-o-xxx-,0
-o-ooxx-x,1
-o-o-xxox,1
-o-o-xx-x,-1
-o-o-xx--,1
-o--oxxxo,0
-o--oxxx-,0
-o--oxxox,-1
-o--oxx-x,1
-o--oxx--,0
-o---xxox,1
-o---xxo-,1
-o---xxxo,1
-o---xx-o,1
-o---xx--,0
-ooo-x-xx,1
-oo-ox-xx,1
-oo--xoxx,-1
-oo--x-xx,1
-oo--x-x-,1
-o-oox-xx,1
-o-o-xoxx,1
-o-o-x-xx,-1
-o-o-x-x-,1
-o--oxoxx,1
-o--ox-xx,-1
-o--ox-x-,1
-o---xoxx,1
-o---xox-,0
-o---x-xo,0
-o---x-x-,0
-oo--x--x,-1
-o-o-x--x,1
-o--ox--x,1
-o---xo-x,1
-o---x-ox,1
-o---x--x,1
-o---x---,1
--oooxxxx,-1
--oooxxx-,1
--oo-xxxo,0
--oo-xxx-,0
--oooxx-x,1
--oo-xxox,0
--oo-xx-x,0
--oo-xx--,0
--o-oxxxo,0
--o-oxxx-,0
--o-oxxox,0
--o-oxx-x,0
--o-oxx--,0
--o--xxox,1
--o--xxo-,1
--o--xxxo,1
--o--xx-o,1
--o--xx--,0
--ooox-xx,1
--oo-xoxx,-1
--oo-x-xx,1
--oo-x-x-,0
--o-oxoxx,-1
--o-ox-xx,1
--o-ox-x-,0
--o--xoxx,1
--o--xox-,1
--o--x-xo,1
--o--x-x-,1
--oo-x--x,0
--o-ox--x,0
--o--xo-x,1
--o--x-ox,1
--o--x--x,1
--o--x---,0
---ooxxxo,0
---ooxxx-,0
---ooxxox,1
---ooxx-x,-1
---ooxx--,1
---o-xxox,0
---o-xxo-,1
---o-xxxo,0
---o-xx-o,0
---o-xx--,0
---ooxoxx,1
---oox-xx,-1
---oox-x-,1
---o-xoxx,1
---o-xox-,1
---o-x-xo,0
---o-x-x-,0
---oox--x,1
---o-xo-x,1
---o-x-ox,1
---o-x--x,0
---o-x---,0
----oxxox,1
----oxxo-,0
----oxxxo,1
----oxx-o,0
----oxx--,0
----oxoxx,1
----oxox-,0
----ox-xo,0
----ox-x-,0
----oxo-x,1
----ox-ox,1
----ox--x,0
----ox---,0
-----xoxo,1
-----xox-,1
-----xoox,1
-----xo-x,-1
-----xo--,1
-----xxoo,1
-----xxo-,0
-----x-ox,-1
-----x-o-,1
-----xx-o,0
-----x-xo,0
-----x--o,0
-----x---,0
oo----xxx,-1
oo----xx-,1
o-o---xxx,-1
o-o---xx-,1
o--o--xxx,-1
o--o--xx-,1
o---o-xxx,-1
o---o-xx-,1
o----oxxx,-1
o----oxx-,1
o-----xxo,1
o-----xx-,-1
oo----x-x,1
o-o---x-x,1
o--o--x-x,1
o---o-x-x,1
o----ox-x,1
o-----xox,1
o-----x-x,-1
o-----x--,1
-oo---xxx,-1
-oo---xx-,1
-o-o--xxx,-1
-o-o--xx-,1
-o--o-xxx,-1
-o--o-xx-,1
-o---oxxx,-1
-o---oxx-,1
-o----xxo,0
-o----xx-,0
-oo---x-x,1
-o-o--x-x,1
-o--o-x-x,1
-o---ox-x,1
-o----xox,1
-o----x-x,-1
-o----x--,1
--oo--xxx,-1
--oo--xx-,1
--o-o-xxx,-1
--o-o-xx-,1
--o--oxxx,-1
--o--oxx-,1
--o---xxo,-1
--o---xx-,1
--oo--x-x,1
--o-o-x-x,1
--o--ox-x,1
--o---xox,1
--o---x-x,-1
--o---x--,1
---oo-xxx,-1
---oo-xx-,1
---o-oxxx,-1
---o-oxx-,1
---o--xxo,1
---o--xx-,-1
---oo-x-x,1
---o-ox-x,1
---o--xox,1
---o--x-x,-1
---o--x--,1
----ooxxx,-1
----ooxx-,1
----o-xxo,0
----o-xx-,0
----oox-x,1
----o-xox,0
----o-x-x,0
----o-x--,0
-----oxxo,-1
-----oxx-,1
-----oxox,1
-----ox-x,-1
-----ox--,1
------xox,0
------xo-,1
------xxo,1
------x-o,1
------x--,0
oo-----xx,1
o-o----xx,1
o--o---xx,1
o---o--xx,1
o----o-xx,1
o-----oxx,-1
o------xx,1
o------x-,1
-oo----xx,1
-o-o---xx,1
-o--o--xx,1
-o---o-xx,1
-o----oxx,0
-o-----xx,0
-o-----x-,0
--oo---xx,1
--o-o--xx,1
--o--o-xx,1
--o---oxx,1
--o----xx,-1
--o----x-,1
---oo--xx,1
---o-o-xx,1
---o--oxx,-1
---o---xx,1
---o---x-,1
----oo-xx,1
----o-oxx,0
----o--xx,0
----o--x-,0
-----ooxx,1
-----o-xx,-1
-----o-x-,1
------oxx,1
------ox-,0
-------xo,0
-------x-,0
o-------x,1
-o------x,1
--o-----x,1
---o----x,1
----o---x,0
-----o--x,1
------o-x,1
-------ox,1
--------x,0
---------,0
